lead_id,email,lead_created_at,lead_utm_campaign,lead_utm_source,lead_utm_medium,lead_utm_content,lead_utm_term,company_name,industry,country,lead_status
L10400,d9b5939b3b8e1017c09a87d8398714e36bd00a9f49ed5433e17fd6e7634cca67,2024-10-30 22:00:00,24-09 | NL | Conversion | Image | RET | 112233445566778899,linkedin,organic,content_3,,Company P,Healthcare,Switzerland,Not Interested
L10401,e5f43571b526fac780f7d05a5c8e6f5a1a5e3a718fa6d597759b5742ba4dd16f,2024-10-22 05:00:00,,linkedin,,content_1,keyword_4,Company G,Healthcare,Switzerland,Not Interested
L10402,935fcb57e67160bfc67c3b43b65e8d919cd3b4726d754f1ef4667d96cedad04e,2024-09-03 10:00:00,Product Launch 2024,google,email,,keyword_17,Company R,Retail,Germany,New
L10403,b59eb62f82a8933e52682f3e96ac315a21adf3a4909b5a140217121a2f879ee6,2024-10-14 10:00:00,Brand Awareness Q4,google,email,,keyword_16,Company B,Education,France,Not Interested
L10404,e63714c7c52e48b6058ab5b8bcc7dac4a0024f3499d50421e9856a68874e45e4,2024-09-10 20:00:00,Content Downloads,direct,,content_9,keyword_11,Company R,Healthcare,Germany,Contacted
L10405,6aabcae7c3a67f2a6c3056bbfde279f9bf69b1faac672754748f11e90099e111,2024-10-07 21:00:00,Content Downloads,google,cpc,content_7,,Company F,Healthcare,Austria,Not Interested
L10406,808403a5194196957ee7a11f6a6011f5dc6d0006a72e04caa5905a87b13cbc24,2024-09-12 19:00:00,Retargeting Campaign;1003;Retargeting;2007,linkedin,email,content_8,,Company L,Finance,Netherlands,Contacted
L10407,8b515527a59e71dd43f68dfa6efa3721b1a4046fd5ae0e0dac6f4127ec7d2764,2024-10-04 09:00:00,Retargeting Campaign;1003;Retargeting;2007,google,,content_1,,Company Q,Manufacturing,France,Qualified
L10408,ec42f76fb2cc64ca135c94aa076f3bb98d58fd9e794000139446b627d8cd1c5f,2024-10-30 15:00:00,;1003;Ad Group;2001,linkedin,cpc,,,Company E,Manufacturing,Germany,Not Interested
L10409,a3f39431c7df17c30655db5497fa9fbb36d72fb9a45432808d88d7ceb6aede4f,2024-09-25 22:00:00,,linkedin,,content_10,,Company K,Finance,Germany,New
L10410,45d54c57c721055faf2aeca2a6b5ee5227f4642150b5853345be85194a0abd3d,2024-10-04 21:00:00,Brand Campaign;1001,linkedin,social,content_4,keyword_18,Company K,Finance,Germany,Qualified
L10411,507fdffc32d665006ac7e809d94f90bd8779e59b10dcfca68e09c36a412c91bb,2024-09-10 05:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,,cpc,content_6,,Company I,Manufacturing,Netherlands,Nurture
L10412,5c61f0d342d76482bffcc0fd6e71f08ac8afe6bc849022c1b0a0a9ef9a8b951f,2024-09-16 05:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,organic,social,content_1,keyword_2,Company C,Finance,Switzerland,Contacted
L10413,e3e726b37ee14104616d82de452d95a8cd61c34cfe646fadc6f288506eff02f4,2024-10-16 19:00:00,,direct,email,content_4,,Company R,Software,Switzerland,Nurture
L10414,4880b25c92f8a1cb96a4ddb158fbfd86ebe38f08a99fa9529f9d9e98682db211,2024-09-09 02:00:00,,,referral,content_8,keyword_8,Company E,Healthcare,Netherlands,Qualified
L10415,230c49a02a1fecfa2004c128099e767a2e845c0dacc215bd28ba64991a07b17b,2024-09-26 05:00:00,Content Downloads,linkedin,cpc,content_2,keyword_15,Company F,Retail,Netherlands,Nurture
L10416,39fa1ea20c6e09fb0e9574b062cb34936783ae30a5d16e91d8cb1240858e553a,2024-10-07 04:00:00,Google Brand Campaign,facebook,cpc,,,Company M,Healthcare,Switzerland,Contacted
L10417,6523328e11775eb4e2ba976be0666fbb47ace9e39cd5937e9ad0612fe7bf7dc5,2024-10-10 07:00:00,Google Search Prospecting,linkedin,organic,content_7,,Company K,Healthcare,France,Contacted
L10418,877cfad45ceca4ba70aef6dca04ca20ddafb9010d8adff4347d393f88c2e2103,2024-10-13 21:00:00,Content Downloads;1006;Lookalike Audience;2016,direct,organic,content_9,keyword_15,Company F,Retail,Switzerland,New
L10419,c2f09fd592518f3fffba29a983810413a1b09524adce1acdfbb10fd451b64cc1,2024-10-09 03:00:00,Google Brand Campaign,facebook,social,,,Company A,Manufacturing,France,Not Interested
L10420,ece8c6d7421247d156e9246e5824dadd1f3ccbbe8e48df8ea6f8d3799aab5a84,2024-10-05 09:00:00,Google Search Prospecting,linkedin,email,,,Company L,Software,Austria,New
L10421,d073d304323b06b07506d093ccc3a7bcf319b3cffba6fac159440390cfc9ac14,2024-10-10 16:00:00,Retargeting Campaign,facebook,organic,,keyword_18,Company L,Software,Netherlands,New
L10422,77966eb45c8df69c95339389320c650950be1844548403202ab88bfe5a3f6123,2024-09-16 13:00:00,Test Campaign;1002;,direct,referral,content_3,keyword_7,Company R,Finance,Netherlands,Not Interested
L10423,aa48bfbefa5be5d50f88fa98f6c3c9da396fb14a4b2c11b5ff39d13e3eb67349,2024-09-10 09:00:00,,google,cpc,content_8,,Company E,Software,France,Not Interested
L10424,08e5a1f05b0d358504d5d64724863dcf2da5e88d7b0adeaaee68d47a887b5277,2024-10-26 14:00:00,,direct,referral,content_9,,Company M,Retail,France,Contacted
L10425,0f75d1451e2c08f7639832d1cab35c0668207ae9de6aa7fffbd9d20c0c86cc9b,2024-09-28 19:00:00,Product Launch 2024;1004;Cold Traffic;2010,google,email,content_9,,Company B,Software,Austria,Not Interested
L10426,6f9be541d2e77e9bf096300b6478abea828ad4ac2742a64b45d823c2b6f0efdd,2024-10-16 11:00:00,Product Launch 2024;1004;Cold Traffic;2010,,organic,,,Company I,Finance,Austria,New
L10427,bfb20642c1a0bb0cb1f9fc3b931560dc511fae42db5f90406af658b9e12e1e4b,2024-10-04 19:00:00,Product Launch 2024;1004;Cold Traffic;2010,facebook,organic,,keyword_2,Company K,Healthcare,Germany,Not Interested
L10428,53728ee1df0bf6703a58330a2224d53f1100a38a250b7daf3ecbfbbf27888f24,2024-09-30 16:00:00,,linkedin,email,content_1,,Company T,Education,Netherlands,Nurture
L10429,a0fffa5c302e8c3d36cac33c3bbb51d662af2951a525b8949e5314ce13a06223,2024-09-17 01:00:00,Retargeting Campaign,linkedin,organic,content_8,keyword_17,Company C,Retail,Netherlands,Contacted
L10430,c41d9f8287e0a278b5343a979b40c40d8f7b031e54a5a3d8ae40dee77bcf9f6b,2024-10-10 08:00:00,24-10 | FR | Awareness | Video | BRD | 098765432109876543,facebook,organic,,,Company L,Manufacturing,Netherlands,Contacted
L10431,5846fee4d837fc1c95728cb632cd3637e14b2bb42e5e96a59b991cc8012ca887,2024-10-02 05:00:00,brand awareness q4,facebook,,content_3,,Company N,Finance,France,Not Interested
L10432,0a517901c7b046f39f27ccdedf5bc89352bd9c242a5511d25e44bf008e9cf75e,2024-10-17 20:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,linkedin,email,,keyword_6,Company O,Finance,Switzerland,Qualified
L10433,af1d78f48501be9ea297b80872b7e33214a43d857429827cd0797035a942da0a,2024-10-01 23:00:00,,,referral,content_3,,Company N,Software,Netherlands,Not Interested
L10434,4af3ac30ff44a7826257bd2fd142f7e55b5c5ba5b563e19299a10324ceb88d89,2024-09-25 21:00:00,Brand Awareness Q4,organic,referral,content_5,keyword_9,Company D,Retail,Austria,Not Interested
L10435,1c334df84be04df5602e6c8b62cab5aa5a49cb50cad374fd24309aa8982fc261,2024-09-30 21:00:00,;1003;Ad Group;2001,google,social,content_1,,Company C,Software,Switzerland,New
L10436,687e21b62e600546ebe53afb716b1383ecbea90705b18728f7c1aa3c99790b7e,2024-10-04 03:00:00,Content Downloads,linkedin,cpc,content_2,keyword_20,Company G,Healthcare,Germany,New
L10437,4d212af5211beebfe337467b473afb4ed22acb108aa860465f5ccb67e9391250,2024-09-06 19:00:00,Content Downloads;1006;Lookalike Audience;2016,organic,social,,,Company I,Retail,Switzerland,New
L10438,5072dfce69bf2cdc7d3138f0fa115ad6be69dbb6180f615910135f8e0a3b9b9c,2024-10-11 14:00:00,,direct,email,content_2,keyword_2,Company M,Finance,Netherlands,New
L10439,766b5e586b1a82ccc60cf9253238169d39ed1f4f86e9f4912d862cfd0a635fd9,2024-09-17 08:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,google,social,content_2,keyword_14,Company G,Healthcare,Germany,Not Interested
L10440,bc657fb5ac373c2d698a4a33e0d9d8c43aee549b1c7cfcb201e953d440c8269a,2024-10-16 08:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,linkedin,cpc,,keyword_1,Company B,Education,Switzerland,Qualified
L10441,705ab1cffb1c3bfdddc74d141d9a3e9621c72ad818cac035d84f65582d102a44,2024-09-10 22:00:00,Google Brand Campaign,organic,referral,content_7,,Company C,Healthcare,France,New
L10442,e276ddcf76eea609f172b5e0586e58489285dc7045102425b8e8149278a3a2ca,2024-09-25 22:00:00,,organic,email,content_5,keyword_3,Company L,Healthcare,Netherlands,New
L10443,e6d5127e8ed59a9d40cc7eba436a285fdb967d4be3b73d663d0d5a19fee52a82,2024-10-24 14:00:00,Product  Launch  2024,google,referral,content_5,,Company D,Education,Netherlands,Not Interested
L10444,27e862c45acedc92d23f0faf630bfe6ac982343e9361ed54ef0aac68dcc8c340,2024-09-06 20:00:00,Product Launch 2024,google,organic,content_7,keyword_18,Company J,Finance,Austria,Not Interested
L10445,e6444cbab65142d0d5e88d7d2611f47ba0ddcdc13c4541b16652d97e73ffc89f,2024-09-02 01:00:00,Content Downloads,facebook,social,,,Company O,Education,Austria,Contacted
L10446,a10a8b2d44a5bbdca77526c9ae64df588882cbd6dcfa45df7cf62b4fb5b18bb3,2024-10-18 18:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,google,cpc,content_10,keyword_5,Company A,Manufacturing,Germany,Qualified
L10447,b0dac13239b136a2b23d92bad964b39c1379518e5a6f139eb5c698f9d6c61138,2024-10-23 03:00:00,Retargeting Campaign,facebook,cpc,content_10,,Company H,Software,France,Not Interested
L10448,ae9a7a5f8d8b729df4598eee5bdb7697d1698604265f151126331e4e60f76954,2024-09-22 23:00:00,Content Downloads,organic,email,,,Company B,Healthcare,France,Qualified
L10449,a624cbaa52407d920922f3cc7550de4f00764dc06fa13b0eeaabd9db3caf87fd,2024-09-05 03:00:00,24-10 | FR | Awareness | Video | BRD | 098765432109876543,linkedin,referral,content_10,keyword_4,Company T,Finance,France,New
L10450,c743489fec670cb16318ffb10e05ca5fb8408956fe827356fdb9ecdc8c054383,2024-10-27 15:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,facebook,organic,,keyword_16,Company E,Manufacturing,France,Qualified
L10451,1ffcaef2cc17b10d8e2b8fb334aaae38b52236982ba33ebe400456d41cd9cb06,2024-10-04 14:00:00,Retargeting Campaign,facebook,referral,content_2,,Company J,Retail,Switzerland,New
L10452,cfaf57021fb6fe8fdd3ec6625f93f1e6ed80a9f32433401e84d6fdf012d0db03,2024-10-06 07:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,,organic,content_8,,Company G,Retail,Germany,Contacted
L10453,6186b8280c7871fe22bbca3fc335a1078538dd5fd37f7f72224122910ab06de4,2024-09-08 04:00:00,Google Search Prospecting,google,cpc,content_6,keyword_14,Company I,Retail,Austria,Not Interested
L10454,03c61d956889a561bce992f78145ebe4dd7e3cfca3176bbf6b322d87c9d01afc,2024-09-03 03:00:00,;1003;Ad Group;2001,facebook,cpc,content_4,,Company S,Healthcare,Netherlands,Not Interested
L10455,a2535b591381326d78602d4c21bc8e188e7eef0839bde0321ea5dc788ae60f1d,2024-09-13 23:00:00,Content Downloads,facebook,cpc,content_7,,Company M,Manufacturing,Germany,Not Interested
L10456,bee04b88ba5112c96e8feefb0f08512ead689a797407e50ca1a7879e5958e1f3,2024-10-08 15:00:00,Product Launch 2024;1004;Cold Traffic;2010,organic,referral,content_8,,Company L,Retail,France,Qualified
L10457,c19249824691f914973e309d68450e09672beefabaa1015986da266d632683a6,2024-09-09 01:00:00,Brand Awareness Q4,facebook,referral,content_6,keyword_10,Company T,Manufacturing,Austria,Contacted
L10458,98fe4eb5383e2da0b377e8bb8666ffecd288c597edb5b8778276ed34aa0ffb1a,2024-10-07 17:00:00,,organic,social,content_8,keyword_14,Company H,Manufacturing,Netherlands,Not Interested
L10459,a6073feaff25382fdbe8322edd1205dcb26ee14d69b876cdec8ab4fb90cb207f,2024-10-08 07:00:00,,google,,,keyword_2,Company B,Finance,Austria,New
L10460,907ea33f464a8f57830cde993a85f75d929fd8be6aa56562d4200ac4282cc39c,2024-09-28 16:00:00,Lead Generation | DE | Form,google,cpc,content_7,,Company E,Retail,Netherlands,Contacted
L10461,3e01e3e915a6240af3b484917131485dbdaef8c37c5eeaad459461808dca2bf6,2024-10-12 02:00:00,Content Downloads;1006;Lookalike Audience;2016,direct,organic,content_8,keyword_5,Company M,Manufacturing,Netherlands,Not Interested
L10462,97bcca392c9a294dba581c0217bb0bb5ecf645e5be947b390f7f6d425b9d4e7f,2024-10-16 20:00:00,Content Downloads;1006;Lookalike Audience;2016,linkedin,email,content_5,,Company T,Healthcare,Austria,Contacted
L10463,876b3f142f42cbdb8d3479526c5f2fbf2b826a370997251934dd9a58b5c06add,2024-10-21 21:00:00,Retargeting Campaign;1003;Retargeting;2007,facebook,email,,keyword_12,Company O,Healthcare,Germany,Qualified
L10464,29bfd1094d8ece31adc5ce9dece321c5be685e6be66b81ce6655c2f3328e4b01,2024-09-24 05:00:00,Lead Generation | DE | Form,google,email,content_2,,Company S,Education,France,Contacted
L10465,35ecc72d3da7f50f483a5d9c59a873f1d879807758aec9259715331a886000c9,2024-09-21 11:00:00,,direct,cpc,content_8,keyword_17,Company D,Finance,Austria,Nurture
L10466,7d792ded0e9e3869206767b96b9fae0bdbb46d74ce2aef0201c876a9c970f18a,2024-10-28 09:00:00,Content Downloads,facebook,referral,content_7,,Company J,Software,Germany,Contacted
L10467,f9fa366514fdc2878cc73232beb19d5d4e540c6549a94b3ab90b3f1588bd4e11,2024-09-18 03:00:00,Google Search Prospecting,google,cpc,content_9,,Company P,Retail,Switzerland,Not Interested
L10468,75974026609f2805938f01efb497f8a8db33044b5d243ef2e9fa10a3180fea83,2024-10-18 20:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,google,organic,content_7,,Company K,Finance,Austria,Nurture
L10469,722e12a9df537dc72e511ca8e0507a6aadf1ab917d013ec58ccf686a2a38738a,2024-10-24 17:00:00,Demo Requests Campaign,linkedin,email,content_6,,Company B,Manufacturing,Netherlands,Qualified
L10470,9cc76e42ee2a3e916349d031e19cb8e6f35af0948d553c2414e8cc311715d1ae,2024-09-30 05:00:00,Retargeting Campaign,linkedin,social,,,Company E,Manufacturing,France,New
L10471,e201fc0eca9504982f5baeb60420086f94b03f750955b03b3b213cd408bfc522,2024-09-03 10:00:00,Google Search Prospecting,google,cpc,content_6,keyword_15,Company R,Manufacturing,Austria,Qualified
L10472,270d3c257ad2b47275763514ea8c3958d5fa93e4f05c8eb79db0c3f80595acaa,2024-09-08 00:00:00,Google Search Prospecting,direct,,content_9,,Company K,Education,Netherlands,Not Interested
L10473,68bd7c7165c85878b52fba8ec8e2d5c216ee5cb84679c15e889bbf4d2926eb07,2024-10-28 09:00:00,,organic,organic,,,Company K,Education,Germany,Not Interested
L10474,1a83333d27f45b7738028aece5618b07ec0f19f4c53ef79faf1fe9535cb047af,2024-10-28 01:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,facebook,social,content_2,keyword_20,Company G,Healthcare,Austria,Contacted
L10475,d511d6ef7906cb0ce7047fa408f5ac8fef5f569747b5f9ed6116f725e262d6ad,2024-10-21 08:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,direct,cpc,,keyword_16,Company K,Healthcare,Austria,Nurture
L10476,0c3b413270579725188b76e4cfbc5f5e1ca2fad2ccd97b21bc09b7164b31d586,2024-09-04 21:00:00,Retargeting Campaign,direct,email,content_6,keyword_15,Company R,Software,France,Not Interested
L10477,8fcbc7f365069cd42ce7a51f7bbe1103e8212cf5a1dd39de544af83bfa1c6d31,2024-10-18 13:00:00,,direct,referral,content_10,,Company E,Manufacturing,Netherlands,Not Interested
L10478,95357543e3ef8fc6a12101dd3cc9357bc394a26641f335af8304dfc65efbb138,2024-10-26 16:00:00,,organic,cpc,content_5,keyword_18,Company O,Education,Austria,Contacted
L10479,529ec4e56cccfa6c030098e629bd46e83b38baf88994c5906eb7aa9eeefacec9,2024-09-13 05:00:00,,direct,email,,keyword_18,Company O,Manufacturing,Germany,New
L10480,82100c3a3d0c4c766e63751d6c96d2e3e41dcc2ca035fba074d42b94aa88d23f,2024-09-10 08:00:00,Google Search Prospecting,linkedin,referral,,,Company A,Software,Netherlands,Not Interested
L10481,bce10593060c074af1781ffdf526340db4e6c65cd891473e7e00e5b147355c29,2024-09-05 19:00:00,;1003;Ad Group;2001,direct,referral,,,Company L,Healthcare,Austria,New
L10482,92fb3fcaa5d17b104cda6224164b4c3fe57bd4f26dde0ef931819144569f77d1,2024-10-25 08:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,direct,social,content_1,keyword_14,Company L,Software,Netherlands,Qualified
L10483,909ef7e15468c5179743686938ba7870b616a7ba0ae699765b53cc925f014b63,2024-10-04 20:00:00,,google,organic,,,Company K,Education,Netherlands,Qualified
L10484,de580fee97e033725f9ccea8f16bb0a3d26b76ae27bd47ada3a40c82ef51d657,2024-10-14 22:00:00,Lead Generation | DE | Form,linkedin,cpc,content_5,keyword_16,Company N,Retail,France,New
L10485,1077d213474fc2ba6570fc33a1a619a960bb071a88f8d93b9a439d6ec5457dab,2024-09-14 04:00:00,Product Launch 2024,organic,organic,,,Company D,Finance,Switzerland,New
L10486,29c7f3a1fa90afee9767e6451f5b0315c6b2b36c8958473bf8e6c9b67431a2da,2024-09-08 04:00:00,,linkedin,social,,,Company T,Healthcare,Netherlands,Contacted
L10487,576ae5f1b08650323e8662cbf16f656f111e8889769abd5db879bdb3d2ebab60,2024-10-16 09:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,google,email,content_3,,Company N,Education,Germany,New
L10488,78e1152635c8d7e02ee337097ea68ad62175a21f7fdbde19d2e2feb265328b15,2024-09-02 15:00:00,brand awareness q4,facebook,organic,content_8,keyword_9,Company B,Software,Netherlands,New
L10489,8102e35b2dcece6aff6bc6826019365a411eff54d4ee3064833b692b0689a0b4,2024-10-19 03:00:00,RETARGETING CAMPAIGN,google,email,content_3,,Company I,Healthcare,Netherlands,Qualified
L10490,65f5958a471adc83bc1ea24141ead52462c946ffb1b60435b0028d2f0af94ad4,2024-09-11 16:00:00,RETARGETING CAMPAIGN,facebook,organic,,,Company G,Retail,France,Nurture
L10491,6e176101b5130544fff8823a64160bcb26a5598a1066aa0a7ba5f90c01cd9b9c,2024-09-01 23:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,,referral,content_10,keyword_4,Company F,Retail,Switzerland,Not Interested
L10492,38ffcf2592de6f6b668a7ff148b22b051286d227e79552364aa45d7e1a92c07b,2024-09-14 16:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,linkedin,cpc,content_8,,Company J,Healthcare,Germany,New
L10493,dcf3b9989c88d7a8d26ce721da540c12d2f596bf8d0a8eb84d5a1d2a9aed8f0c,2024-09-21 15:00:00,Retargeting Campaign;1003;Retargeting;2007,linkedin,referral,content_7,keyword_14,Company G,Software,Switzerland,Qualified
L10494,ecb953cefff1a9c026352ad6b1cd5bb0ea04d0342c5d7ff4986d32c0c7cc9885,2024-09-12 00:00:00,,facebook,organic,content_2,keyword_13,Company M,Education,Austria,New
L10495,308c25f4aa2a5af040985641b1c8a5c0da971d90b264ee5111c0b9903d997728,2024-10-18 05:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,organic,referral,content_7,,Company I,Education,Austria,Nurture
L10496,86e2751b5362816a130db378f487e1264273ccea2d02766f9aab74b4dd2c1c5b,2024-09-18 20:00:00,,organic,,,,Company E,Finance,Germany,New
L10497,83e9d1e184f13c5f971292712893bc91584ae2f7480fd2c0deb497d1fb381e4f,2024-09-17 15:00:00,Retargeting Campaign,facebook,referral,content_3,keyword_11,Company E,Retail,Austria,Nurture
L10498,733ed36701dd230bea110b51870cf63c56e3210be40cc0d08e97c33233562131,2024-09-07 02:00:00,Google Search Prospecting,google,referral,content_5,,Company R,Healthcare,Germany,New
L10499,13ba72e78ea751f0d4f0c63cfc26f569384cbd37f8b82ca1ec2e666537e06a84,2024-09-28 03:00:00,Content Downloads,direct,cpc,content_5,,Company F,Finance,Switzerland,Contacted
L10500,c26ac261dfc86df38bb9d368bdec072c1f0b8a21059a2ffe5fed35de07da965b,2024-09-20 22:00:00,Lead Generation | DE | Form,direct,organic,content_8,,Company F,Healthcare,Germany,Not Interested
L10501,d373bb0881d4c7515f32b591bff956441c15c5bf4a021f4cbdb87b1334362b06,2024-09-17 15:00:00,Google Brand Campaign,linkedin,email,content_1,,Company E,Retail,Netherlands,Nurture
L10502,5e63780294ffdd540ba9eb0eedf47e8597f2d830131bedfbfefad10765c2f7e8,2024-09-02 20:00:00,Lead Generation | DE | Form,linkedin,cpc,content_4,keyword_10,Company S,Software,Germany,Qualified
L10503,c3188f259cc8dae6390c2ed1b798c3801fe91e81649979187c2bbe186bf9826a,2024-09-08 10:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,direct,referral,content_7,keyword_16,Company S,Software,Netherlands,Not Interested
L10504,62be11c103373edf2e612eab147c169c7f49370617dbe8a8c74b112a4d453286,2024-10-07 12:00:00,Lead Generation | DE | Form,facebook,social,content_9,,Company K,Manufacturing,Austria,Qualified
L10505,66a06110015e06a49d9eb394b370aec462cdd7739b1db77f2e8d28960dc1aad2,2024-09-24 13:00:00,Content Downloads;1006;Lookalike Audience;2016,facebook,organic,content_5,keyword_19,Company M,Manufacturing,Austria,New
L10506,9a56731b80fdcc6aae6f708d53ec3fa68ae07aa28617221d960eb2fe73e1a874,2024-10-16 18:00:00,Retargeting Campaign;1003;Retargeting;2007,organic,referral,content_6,,Company J,Healthcare,Netherlands,Not Interested
L10507,51b51963934c062a0548038d61ff2bf4e244e2cf1570f5a1b57c53695a957bb2,2024-10-13 17:00:00,Google Brand Campaign,organic,organic,content_1,,Company Q,Manufacturing,Austria,Not Interested
L10508,148d6a0be02b099801647c130333ec77e90a26c87bf54896d5ec71c7640aaf01,2024-09-14 21:00:00,,direct,organic,,,Company N,Healthcare,Germany,Nurture
L10509,19ec89262b59f3cd8978a52f6b0eb350951a50e226d01e8a16d68f8b07bd1bed,2024-09-13 11:00:00,Product Launch 2024,linkedin,referral,content_2,,Company N,Retail,Netherlands,Contacted
L10510,a70e51cc30a8b1894448793a11634a59688aef5f0d5bff7ee0d7f9ff8338689b,2024-09-17 21:00:00,Google Brand Campaign,google,social,,keyword_16,Company R,Finance,Switzerland,New
L10511,b735b674c9691e010926b5cda4bd490d537ba2310fecf87d531cdf515a613e51,2024-09-13 05:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,linkedin,social,content_1,,Company P,Software,Germany,New
L10512,17dc8b927f17303161a9e407c56e6671875d4371309895cb4643072f21815e11,2024-09-21 19:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,,email,content_2,keyword_5,Company H,Software,Austria,Nurture
L10513,72d03b41a4f78a9a30db0e1d1ddef9e1ef7163463753b4a1c7618169fc210b9d,2024-10-30 03:00:00,Demo Requests Campaign,facebook,cpc,,keyword_19,Company M,Education,France,Not Interested
L10514,a82a27b5e8bea88fc5c1c023423903f175f3093eea4978873ed7de628621d4ae,2024-09-14 04:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,,email,,keyword_18,Company L,Education,Germany,Qualified
L10515,53dcda84eecdba73cffa1b2a94d96b91610583e801d8f3218ca92cbf407571fb,2024-10-05 13:00:00,Product Launch 2024,,social,content_6,,Company A,Education,Austria,New
L10516,c7347351e4e34110db14928e7957487a0fdc91f07b5d2f0f9321782840c47a85,2024-10-24 23:00:00,Brand Awareness Q4,google,referral,content_6,,Company D,Healthcare,France,Not Interested
L10517,c3d16edc9bbda9e3e275b079249b00dae6e9d9fbca9ee9ea1f235555374d9234,2024-09-25 00:00:00,,linkedin,social,content_3,,Company K,Education,Switzerland,New
L10518,f7b98f08bd3ae5d3d09096af29f4e8b8c7ee93794152717f035336273f12f977,2024-09-18 02:00:00,,,referral,,keyword_14,Company D,Manufacturing,Netherlands,Nurture
L10519,d680400f480a3eba7c139e4270670548f2b5544282767fc26f6fb728e8d131e4,2024-09-05 11:00:00,Content Downloads,facebook,social,content_3,keyword_7,Company J,Retail,Austria,New
L10520,124a8597b2893ab251511e7c6fa219b814cbae4d36be8a737c2b4512115a1a6c,2024-09-08 05:00:00,Content Downloads;1006;Lookalike Audience;2016,,social,,,Company K,Finance,Switzerland,Contacted
L10521,9ca89bd1082e946071b58bb4fa26b7ede07acf42410d549f3957ed978e70a71b,2024-09-17 05:00:00,Content Downloads,google,email,content_7,,Company S,Manufacturing,Germany,New
L10522,dfa3d1bf270a45fbb7667d32543af328304049191f5610b03fadbb614f562133,2024-10-30 17:00:00,Product Launch 2024,,,content_3,keyword_20,Company N,Healthcare,Netherlands,Contacted
L10523,504f2095dc4b167d452f05be5e578689f893ddf7dfca1b08b73f9f19bc47939d,2024-09-06 11:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,organic,referral,,keyword_8,Company G,Manufacturing,Netherlands,Qualified
L10524,c73a9a84442f022252c34c539d570b52ed7cc2b884f4a300750c5979ab0352f5,2024-10-18 15:00:00,Google Brand Campaign,organic,email,,keyword_6,Company N,Manufacturing,Germany,Qualified
L10525,7ea41c28d65e5f5b321efbfdb3f14375583614ae3ffa73468ebacef7bd3ee925,2024-09-17 07:00:00,Product Launch 2024,direct,referral,content_6,,Company M,Education,France,Not Interested
L10526,4bb45a8abb79e6bd2bd6b887376e6d54701370787287957632d17ac8ba0d6e45,2024-10-16 13:00:00,Test Campaign;1002;,organic,email,,keyword_12,Company T,Education,Austria,New
L10527,e5c4a3e451ddb4f36eff141b31413a6f0ecbb61f0534edc362790a0c8d43916a,2024-09-01 08:00:00,Google Brand Campaign,direct,social,,,Company S,Manufacturing,Netherlands,Contacted
L10528,215450e6749919e30b8710d3c710503d94bf0d1c2ee5208f17b0cadbc668e888,2024-10-03 15:00:00,,google,organic,content_5,keyword_2,Company E,Finance,Netherlands,Qualified
L10529,bc2e13c29ec43065d2837896a573115f79756613d7b790bd8c840eea768f0035,2024-10-30 13:00:00,24-10 | FR | Awareness | Video | BRD | 098765432109876543,linkedin,referral,,keyword_16,Company E,Healthcare,Switzerland,New
L10530,281fcd93f8c481f085c6cb80c383c4e0d5daa3745120db8e5f33671a5baf644c,2024-09-13 04:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,linkedin,referral,content_8,keyword_12,Company R,Finance,Switzerland,Not Interested
L10531,e52b8941776845e14d4626fa126b3b1a727ed7b280991b90fd4dbcaac1545a42,2024-09-08 23:00:00,,facebook,email,content_3,,Company I,Healthcare,Austria,Contacted
L10532,a80e1e5bc7dc601146b0c22d1a7d9a386f12be8c92ca444bcf9379d39ea8a970,2024-10-08 00:00:00,Retargeting Campaign,facebook,referral,content_6,keyword_4,Company M,Retail,Austria,New
L10533,1f00199c68945c7d409e79e516595c9c37a6009549bbbfde14369720dcf02139,2024-10-24 10:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,direct,email,content_1,keyword_2,Company T,Finance,Netherlands,Nurture
L10534,074f26e64d45355aa9cc0f6aae66273ab0bfcfae667adba06746599e4c0dea1f,2024-09-09 06:00:00,,linkedin,cpc,,,Company T,Finance,Germany,Not Interested
